,id,0000_01_01_2021,0001_02_01_2021,0002_03_01_2021,0003_04_01_2021,0004_05_01_2021,0005_06_01_2021,0006_07_01_2021,0007_08_01_2021,0008_09_01_2021,0009_10_01_2021,0010_11_01_2021,0011_12_01_2021,0012_13_01_2021,0013_14_01_2021,0014_15_01_2021,0015_16_01_2021,0016_17_01_2021,0017_18_01_2021,0018_19_01_2021,0019_20_01_2021,0020_21_01_2021,0021_22_01_2021,0022_23_01_2021,0023_24_01_2021,0024_25_01_2021,0025_26_01_2021,0026_27_01_2021,0027_28_01_2021,0028_29_01_2021,0029_30_01_2021,0030_31_01_2021,0031_01_02_2021,0032_02_02_2021,0033_03_02_2021,0034_04_02_2021,0035_05_02_2021,0036_06_02_2021,0037_07_02_2021,0038_08_02_2021,0039_09_02_2021,0040_10_02_2021,0041_11_02_2021,0042_12_02_2021,0043_13_02_2021,0044_14_02_2021,0045_15_02_2021,0046_16_02_2021,0047_17_02_2021,0048_18_02_2021,0049_19_02_2021,0050_20_02_2021,0051_21_02_2021,0052_22_02_2021,0053_23_02_2021,0054_24_02_2021,0055_25_02_2021,0056_26_02_2021,0057_27_02_2021,0058_28_02_2021,0059_01_03_2021,0060_02_03_2021,0061_03_03_2021,0062_04_03_2021,0063_05_03_2021,0064_06_03_2021,0065_07_03_2021,0066_08_03_2021,0067_09_03_2021,0068_10_03_2021,0069_11_03_2021,0070_12_03_2021,0071_13_03_2021,0072_14_03_2021,0073_15_03_2021,0074_16_03_2021,0075_17_03_2021,0076_18_03_2021,0077_19_03_2021,0078_20_03_2021,0079_21_03_2021,0080_22_03_2021,0081_23_03_2021,0082_24_03_2021,0083_25_03_2021,0084_26_03_2021,0085_27_03_2021,0086_28_03_2021,0087_29_03_2021,0088_30_03_2021,0089_31_03_2021,0090_01_04_2021,0091_02_04_2021,0092_03_04_2021,0093_04_04_2021,0094_05_04_2021,0095_06_04_2021,0096_07_04_2021,0097_08_04_2021,0098_09_04_2021,0099_10_04_2021,0100_11_04_2021,0101_12_04_2021,0102_13_04_2021,0103_14_04_2021,0104_15_04_2021,0105_16_04_2021,0106_17_04_2021,0107_18_04_2021,0108_19_04_2021,0109_20_04_2021,0110_21_04_2021,0111_22_04_2021,0112_23_04_2021,0113_24_04_2021,0114_25_04_2021,0115_26_04_2021,0116_27_04_2021,0117_28_04_2021,0118_29_04_2021,0119_30_04_2021,0120_01_05_2021,0121_02_05_2021,0122_03_05_2021,0123_04_05_2021,0124_05_05_2021,0125_06_05_2021,0126_07_05_2021,0127_08_05_2021,0128_09_05_2021,0129_10_05_2021,0130_11_05_2021,0131_12_05_2021,0132_13_05_2021,0133_14_05_2021,0134_15_05_2021,0135_16_05_2021,0136_17_05_2021,0137_18_05_2021,0138_19_05_2021,0139_20_05_2021,0140_21_05_2021,0141_22_05_2021,0142_23_05_2021,0143_24_05_2021,0144_25_05_2021,0145_26_05_2021,0146_27_05_2021,0147_28_05_2021,0148_29_05_2021,0149_30_05_2021,0150_31_05_2021,0151_01_06_2021,0152_02_06_2021,0153_03_06_2021,0154_04_06_2021,0155_05_06_2021,0156_06_06_2021,0157_07_06_2021,0158_08_06_2021,0159_09_06_2021,0160_10_06_2021,0161_11_06_2021,0162_12_06_2021,0163_13_06_2021,0164_14_06_2021,0165_15_06_2021,0166_16_06_2021,0167_17_06_2021,0168_18_06_2021,0169_19_06_2021,0170_20_06_2021,0171_21_06_2021,0172_22_06_2021,0173_23_06_2021,0174_24_06_2021,0175_25_06_2021,0176_26_06_2021,0177_27_06_2021,0178_28_06_2021,0179_29_06_2021,0180_30_06_2021
0,1,0.0,2.5794678,0.66525143,0.66525143,0.66525143,0.66525143,0.66525143,0.66525143,0.66525143,2.6119015,13.878752,19.206124,27.188238,24.635949,22.721733,21.888046,19.633826,15.37223,14.342928,13.814687,12.452759,10.012425,8.8754142,7.7384035,7.7384035,10.403655,15.597147,22.75396,19.311503,25.532174,47.876216,46.881471,47.164992,45.250776,43.140944,42.111642,40.639883,39.610581,39.414966,38.776894,39.69111,38.857423,38.358484,37.693233,36.52692,35.245521,31.631497,28.052029,25.443259,20.052029,14.947452,5.6546372,5.3220114,5.3220114,4.9893857,3.6588829,0.66525143,0.0,0.0,0.0,0.0,0.0,1.5261179,16.256136,0.33262572,0.83156429,3.3838528,10.677676,2.4946929,2.32838,2.32838,2.32838,2.32838,1.6631286,2.1620672,2.1620672,1.6631286,1.16419,0.0,0.83156429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.113871,20.419317,19.556328,32.1849,22.023841,21.579261,26.352221,22.271692,23.714149,22.743451,19.193286,16.142058,14.699601,12.452759,9.2352192,4.741535,2.32838,1.6631286,1.9957543,2.8273186,2.1620672,1.8294414,1.6631286,1.6631286,1.6631286,0.83156429,0.83156429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,0.0,2.5794678,0.66525143,0.66525143,0.66525143,0.66525143,0.66525143,0.66525143,0.66525143,2.6119015,13.878752,19.206124,27.188238,24.635949,22.721733,21.888046,19.633826,15.37223,14.342928,13.814687,12.452759,10.012425,8.8754142,7.7384035,7.7384035,10.403655,15.597147,22.75396,19.311503,25.532174,47.876216,46.881471,47.164992,45.250776,43.140944,42.111642,40.639883,39.610581,39.414966,38.776894,39.69111,38.857423,38.358484,37.693233,36.52692,35.245521,31.631497,28.052029,25.443259,20.052029,14.947452,5.6546372,5.3220114,5.3220114,4.9893857,3.6588829,0.66525143,0.0,0.0,0.0,0.0,0.0,1.5261179,16.256136,0.33262572,0.83156429,3.3838528,10.677676,2.4946929,2.32838,2.32838,2.32838,2.32838,1.6631286,2.1620672,2.1620672,1.6631286,1.16419,0.0,0.83156429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.113871,20.419317,19.556328,32.1849,22.023841,21.579261,26.352221,22.271692,23.714149,22.743451,19.193286,16.142058,14.699601,12.452759,9.2352192,4.741535,2.32838,1.6631286,1.9957543,2.8273186,2.1620672,1.8294414,1.6631286,1.6631286,1.6631286,0.83156429,0.83156429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,3,0.0,2.5787044000000003,0.66453148,0.66453148,0.66453148,0.66453148,0.66453148,0.66453148,0.66453148,2.6106995,13.880107500000001,19.206851999999998,27.1870855,24.6348545,22.720682,21.886815,19.631652,15.3677655,14.338089,13.8100135,12.448071,10.009026,8.87256955,7.7361133,7.7361133,10.400645,15.593251500000001,22.7474575,19.305209499999997,25.52429,47.866465500000004,46.8719875,47.156826499999994,45.2426535,43.132671,42.1029945,40.631069499999995,39.601393,39.4055835,38.767526000000004,39.681699,38.847832,38.349433,37.684901499999995,36.518769,35.237132,31.62323,28.0445255,25.4361445,20.0445255,14.940064,5.6485176,5.3162518,5.3162518,4.983986099999999,3.65492315,0.66453148,0.0,0.0,0.0,0.0,0.0,1.5248724500000002,16.2531465,0.33226574,0.8306643499999999,3.38289495,10.673556999999999,2.49199305,2.3258602,2.3258602,2.3258602,2.3258602,1.6613286999999999,2.15972735,2.15972735,1.6613286999999999,1.1629301,0.0,0.8306643499999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.111169,20.416960500000002,19.553417,32.179548,22.018936,21.573484999999998,26.344796000000002,22.2644905,23.7067385,22.736415,19.1873875,16.136758,14.69451,12.448071,9.2313091,4.73843175,2.3258602,1.6613286999999999,1.99359445,2.8242588,2.15972735,1.8274615500000002,1.6613286999999999,1.6613286999999999,1.6613286999999999,0.8306643499999999,0.8306643499999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,4,0.0,2.5707883,0.66477695,0.66477695,0.66477695,0.66477695,0.66477695,0.66477695,0.66477695,2.6220113,13.93143,19.242035,27.173851,24.632503,22.726491,21.892685,19.629668,15.342033,14.309758,13.778901,12.414238,9.9802044,8.8462846,7.7123648,7.7123648,10.377142,15.572776,22.711518,19.274649,25.499723,47.796202,46.817985,47.113277,45.207266,43.102786,42.070512,40.601369,39.569094,39.370626,38.735288,39.6413,38.807494,38.308911,37.644134,36.47794,35.185483,31.560637,27.989849,25.386786,19.989849,14.907152,5.6506041,5.3182156,5.3182156,4.9858271,3.6562732,0.66477695,0.0,0.0,0.0,0.0,0.0,1.5280226,16.199656,0.33238848,0.83097119,3.3723196,10.644981,2.4929136,2.3267193,2.3267193,2.3267193,2.3267193,1.6619424,2.1605251,2.1605251,1.6619424,1.1633597,0.0,0.83097119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.043953,20.346901,19.480821,32.088706,21.944295,21.504592,26.271014,22.198809,23.635677,22.667951,19.129438,16.089506,14.652638,12.414238,9.2081129,4.7313134,2.3267193,1.6619424,1.9943309,2.8253021,2.1605251,1.8281366,1.6619424,1.6619424,1.6619424,0.83097119,0.83097119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,5,0.0,2.5707883,0.66477695,0.66477695,0.66477695,0.66477695,0.66477695,0.66477695,0.66477695,2.6220113,13.93143,19.242035,27.173851,24.632503,22.726491,21.892685,19.629668,15.342033,14.309758,13.778901,12.414238,9.9802044,8.8462846,7.7123648,7.7123648,10.377142,15.572776,22.711518,19.274649,25.499723,47.796202,46.817985,47.113277,45.207266,43.102786,42.070512,40.601369,39.569094,39.370626,38.735288,39.6413,38.807494,38.308911,37.644134,36.47794,35.185483,31.560637,27.989849,25.386786,19.989849,14.907152,5.6506041,5.3182156,5.3182156,4.9858271,3.6562732,0.66477695,0.0,0.0,0.0,0.0,0.0,1.5280226,16.199656,0.33238848,0.83097119,3.3723196,10.644981,2.4929136,2.3267193,2.3267193,2.3267193,2.3267193,1.6619424,2.1605251,2.1605251,1.6619424,1.1633597,0.0,0.83097119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.043953,20.346901,19.480821,32.088706,21.944295,21.504592,26.271014,22.198809,23.635677,22.667951,19.129438,16.089506,14.652638,12.414238,9.2081129,4.7313134,2.3267193,1.6619424,1.9943309,2.8253021,2.1605251,1.8281366,1.6619424,1.6619424,1.6619424,0.83097119,0.83097119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,6,0.0,2.5743646499999997,0.66429424,0.66429424,0.66429424,0.66429424,0.66429424,0.66429424,0.66429424,2.6157544,13.906446500000001,19.2248075,27.179892,24.633131499999998,22.723061,21.8891345,19.629573,15.352667,14.321504000000001,13.7921205,12.4288105,9.992915700000001,8.85800475,7.72309395,7.72309395,10.3873885,15.581066,22.7262365,19.2867825,25.5080645,47.8264585,46.8402445,47.13096899999999,45.2208985,43.113592,42.0824295,40.6118125,39.5806495,39.3834135,38.746723,39.656794000000005,38.8228675,38.3246465,37.660352,36.494279,35.207113,31.5878,28.0134355,25.407908,20.0134355,14.919914,5.6465010499999995,5.3143539,5.3143539,4.9822068,3.6536182999999998,0.66429424,0.0,0.0,0.0,0.0,0.0,1.5258248,16.224906500000003,0.33214712,0.8303678,3.37712835,10.6572095,2.4911034,2.32502985,2.32502985,2.32502985,2.32502985,1.6607356,2.1589563,2.1589563,1.6607356,1.16251495,0.0,0.8303678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.07621,20.3807525,19.5156635,32.131451,21.979163,21.536150499999998,26.3041925,22.228049,23.6675025,22.698665,19.1554635,16.110481999999998,14.671028499999998,12.4288105,9.21775595,4.7333209499999995,2.32502985,1.6607356,1.9928827500000001,2.82325055,2.1589563,1.8268091499999999,1.6607356,1.6607356,1.6607356,0.8303678,0.8303678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,7,0.0,2.5857871,0.663518865,0.663518865,0.663518865,0.663518865,0.663518865,0.663518865,0.663518865,2.59813375,13.8303565,19.172532,27.1990585,24.6360345,22.713766,21.879646,19.6313125,15.388674,14.3611895,13.8360655,12.4768215,10.034152,8.89575645,7.75736125,7.75736125,10.42088,15.6095225,22.776375,19.3289835,25.5403885,47.926159,46.915743000000006,47.1915605,45.2692925,43.15366,42.1261755,40.651299,39.623815,39.4304505,38.7896945,39.7119625,38.8778425,38.3802035,37.7166845,36.5508045,35.279709,31.6768535,28.091065999999998,25.4777945,20.091065999999998,14.965018,5.63991035,5.30815095,5.30815095,4.9763915,3.64935375,0.663518865,0.0,0.0,0.0,0.0,0.0,1.5204019500000001,16.303317,0.33175943500000005,0.829398585,3.39242285,10.697670500000001,2.48819575,2.32231605,2.32231605,2.32231605,2.32231605,1.6587971499999998,2.15643635,2.15643635,1.6587971499999998,1.16115805,0.0,0.829398585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.175338500000002,20.4843345,19.62273,32.264459,22.088163,21.6360495,26.410479000000002,22.322331,23.769723,22.7972075,19.238905000000003,16.1782415,14.7308495,12.4768215,9.250278699999999,4.7422234,2.32231605,1.6587971499999998,1.9905566000000001,2.8199552,2.15643635,1.8246769,1.6587971499999998,1.6587971499999998,1.6587971499999998,0.829398585,0.829398585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,8,0.0,2.5865406,0.664239,0.664239,0.664239,0.664239,0.664239,0.664239,0.664239,2.5993495,13.829065,19.171847,27.200194,24.637126,22.714824,21.880884,19.633484,15.393106,14.365993,13.8407,12.481467,10.037515,8.8985682,7.7596218,7.7596218,10.423861,15.613392,22.782832,19.335238,25.548241,47.935821,46.925158,47.199671,45.27737,43.161895,42.134782,40.660074,39.632961,39.439788,38.799021,39.721322,38.887382,38.389203,37.724964,36.558904,35.288033,31.685042,28.098501,25.484847,20.098501,14.972364,5.6460315,5.313912,5.313912,4.9817925,3.6533145,0.664239,0.0,0.0,0.0,0.0,0.0,1.5216511,16.30624,0.3321195,0.83029875,3.3933675,10.701754,2.4908963,2.3248365,2.3248365,2.3248365,2.3248365,1.6605975,2.1587768,2.1587768,1.6605975,1.1624183,0.0,0.83029875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.177957,20.486604,19.625551,32.269698,22.092975,21.64174,26.417812,22.32945,23.777045,22.804158,19.244731,16.183483,14.735888,12.481467,9.2541595,4.7453173,2.3248365,1.6605975,1.992717,2.8230158,2.1587768,1.8266573,1.6605975,1.6605975,1.6605975,0.83029875,0.83029875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,9,0.0,2.5865406,0.664239,0.664239,0.664239,0.664239,0.664239,0.664239,0.664239,2.5993495,13.829065,19.171847,27.200194,24.637126,22.714824,21.880884,19.633484,15.393106,14.365993,13.8407,12.481467,10.037515,8.8985682,7.7596218,7.7596218,10.423861,15.613392,22.782832,19.335238,25.548241,47.935821,46.925158,47.199671,45.27737,43.161895,42.134782,40.660074,39.632961,39.439788,38.799021,39.721322,38.887382,38.389203,37.724964,36.558904,35.288033,31.685042,28.098501,25.484847,20.098501,14.972364,5.6460315,5.313912,5.313912,4.9817925,3.6533145,0.664239,0.0,0.0,0.0,0.0,0.0,1.5216511,16.30624,0.3321195,0.83029875,3.3933675,10.701754,2.4908963,2.3248365,2.3248365,2.3248365,2.3248365,1.6605975,2.1587768,2.1587768,1.6605975,1.1624183,0.0,0.83029875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.177957,20.486604,19.625551,32.269698,22.092975,21.64174,26.417812,22.32945,23.777045,22.804158,19.244731,16.183483,14.735888,12.481467,9.2541595,4.7453173,2.3248365,1.6605975,1.992717,2.8230158,2.1587768,1.8266573,1.6605975,1.6605975,1.6605975,0.83029875,0.83029875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,10,0.0,2.5865406,0.664239,0.664239,0.664239,0.664239,0.664239,0.664239,0.664239,2.5993495,13.829065,19.171847,27.200194,24.637126,22.714824,21.880884,19.633484,15.393106,14.365993,13.8407,12.481467,10.037515,8.8985682,7.7596218,7.7596218,10.423861,15.613392,22.782832,19.335238,25.548241,47.935821,46.925158,47.199671,45.27737,43.161895,42.134782,40.660074,39.632961,39.439788,38.799021,39.721322,38.887382,38.389203,37.724964,36.558904,35.288033,31.685042,28.098501,25.484847,20.098501,14.972364,5.6460315,5.313912,5.313912,4.9817925,3.6533145,0.664239,0.0,0.0,0.0,0.0,0.0,1.5216511,16.30624,0.3321195,0.83029875,3.3933675,10.701754,2.4908963,2.3248365,2.3248365,2.3248365,2.3248365,1.6605975,2.1587768,2.1587768,1.6605975,1.1624183,0.0,0.83029875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.177957,20.486604,19.625551,32.269698,22.092975,21.64174,26.417812,22.32945,23.777045,22.804158,19.244731,16.183483,14.735888,12.481467,9.2541595,4.7453173,2.3248365,1.6605975,1.992717,2.8230158,2.1587768,1.8266573,1.6605975,1.6605975,1.6605975,0.83029875,0.83029875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
