i,j,t,r
0,78,0,53.91499
0,78,1,48.62893
0,78,2,44.60498
0,78,3,44.60498
0,78,4,47.87902
0,78,5,68.9645
0,78,6,61.80333
0,78,7,56.96694
0,78,8,55.08868
0,78,9,53.8327
0,78,10,46.54522
0,78,11,43.44516
0,78,12,37.9764
0,78,13,38.103
0,78,14,38.35876
0,78,15,37.9764
0,78,16,41.574
0,78,17,39.48814
0,78,18,37.9764
0,78,19,47.88675
0,78,20,55.89838
0,78,21,46.96662
0,78,22,43.53152
0,78,23,37.9764
0,78,24,37.9764
0,99,0,2.613953
0,99,1,2.357644
0,99,2,2.162518
0,99,3,2.162518
0,99,4,2.321324
0,99,5,3.343886
0,99,6,2.9966
0,99,7,2.762037
0,99,8,2.670915
0,99,9,2.609999
0,99,10,2.256621
0,99,11,2.106258
0,99,12,1.84104
0,99,13,1.847184
0,99,14,1.859596
0,99,15,1.84104
0,99,16,2.015474
0,99,17,1.914329
0,99,18,1.84104
0,99,19,2.321573
0,99,20,2.710069
0,99,21,2.276885
0,99,22,2.110351
0,99,23,1.84104
0,99,24,1.84104
0,100,0,3.611692
0,100,1,3.257551
0,100,2,2.987945
0,100,3,2.987945
0,100,4,3.207368
0,100,5,4.620239
0,100,6,4.140395
0,100,7,3.816299
0,100,8,3.690397
0,100,9,3.606229
0,100,10,3.117967
0,100,11,2.910211
0,100,12,2.54376
0,100,13,2.552249
0,100,14,2.569399
0,100,15,2.54376
0,100,16,2.784775
0,100,17,2.645023
0,100,18,2.54376
0,100,19,3.207711
0,100,20,3.744495
0,100,21,3.145966
0,100,22,2.915866
0,100,23,2.54376
0,100,24,2.54376
1,5,0,26.29967
1,5,1,23.7344
1,5,2,21.7789
1,5,3,21.7789
1,5,4,23.37205
1,5,5,33.61142
1,5,6,30.1418
1,5,7,27.79104
1,5,8,26.87791
1,5,9,26.26782
1,5,10,22.72283
1,5,11,21.2141
1,5,12,18.55152
1,5,13,18.61339
1,5,14,18.73837
1,5,15,18.55152
1,5,16,20.30178
1,5,17,19.28674
1,5,18,18.55152
1,5,19,23.37539
1,5,20,27.259
1,5,21,22.92012
1,5,22,21.25195
1,5,23,18.55152
1,5,24,18.55152
1,78,0,62.91421
1,78,1,56.762
1,78,2,52.07563
1,78,3,52.07563
1,78,4,55.8906
1,78,5,80.43703
1,78,6,72.10992
1,78,7,66.47733
1,78,8,64.28995
1,78,9,62.82768
1,78,10,54.3363
1,78,11,50.72371
1,78,12,44.34912
1,78,13,44.49691
1,78,14,44.79548
1,78,15,44.34912
1,78,16,48.54152
1,78,17,46.11061
1,78,18,44.34912
1,78,19,55.90062
1,78,20,65.21942
1,78,21,54.82016
1,78,22,50.8205
1,78,23,44.34912
1,78,24,44.34912
1,85,0,48.76453
1,85,1,44.00803
1,85,2,40.38216
1,85,3,40.38216
1,85,4,43.33617
1,85,5,62.32187
1,85,6,55.88856
1,85,7,51.5298
1,85,8,49.83669
1,85,9,48.70547
1,85,10,42.13239
1,85,11,39.33492
1,85,12,34.398
1,85,13,34.51271
1,85,14,34.74446
1,85,15,34.398
1,85,16,37.64331
1,85,17,35.76123
1,85,18,34.398
1,85,19,43.34236
1,85,20,50.54329
1,85,21,42.49821
1,85,22,39.4051
1,85,23,34.398
1,85,24,34.398
2,7,0,69.27307
2,7,1,62.44645
2,7,2,57.25695
2,7,3,57.25695
2,7,4,61.47377
2,7,5,88.68655
2,7,6,79.4234
2,7,7,73.18729
2,7,8,70.766
2,7,9,69.14549
2,7,10,59.75642
2,7,11,55.76427
2,7,12,48.72456
2,7,13,48.88692
2,7,14,49.21491
2,7,15,48.72456
2,7,16,53.3591
2,7,17,50.67272
2,7,18,48.72456
2,7,19,61.48506
2,7,20,71.84308
2,7,21,60.31985
2,7,22,55.88662
2,7,23,48.72456
2,7,24,48.72456
2,53,0,90.07558
2,53,1,81.19894
2,53,2,74.45106
2,53,3,74.45106
2,53,4,79.93416
2,53,5,115.3189
2,53,6,103.274
2,53,7,95.16521
2,53,8,92.01683
2,53,9,89.90968
2,53,10,77.7011
2,53,11,72.51012
2,53,12,63.3564
2,53,13,63.56752
2,53,14,63.99401
2,53,15,63.3564
2,53,16,69.38268
2,53,17,65.8896
2,53,18,63.3564
2,53,19,79.94885
2,53,20,93.41735
2,53,21,78.43372
2,53,22,72.6692
2,53,23,63.3564
2,53,24,63.3564
2,70,0,33.48251
2,70,1,30.18324
2,70,2,27.67536
2,70,3,27.67536
2,70,4,29.7126
2,70,5,42.86216
2,70,6,38.38605
2,70,7,35.37292
2,70,8,34.20335
2,70,9,33.42038
2,70,10,28.88301
2,70,11,26.95425
2,70,12,23.55264
2,70,13,23.63104
2,70,14,23.78941
2,70,15,23.55264
2,70,16,25.79256
2,70,17,24.49434
2,70,18,23.55264
2,70,19,29.71969
2,70,20,34.72529
2,70,21,29.15749
2,70,22,27.01459
2,70,23,23.55264
2,70,24,23.55264
2,118,0,36.79797
2,118,1,33.17165
2,118,2,30.41498
2,118,3,30.41498
2,118,4,32.65496
2,118,5,47.11044
2,118,6,42.18984
2,118,7,38.8772
2,118,8,37.59101
2,118,9,36.73019
2,118,10,31.7427
2,118,11,29.62207
2,118,12,25.88256
2,118,13,25.96881
2,118,14,26.14304
2,118,15,25.88256
2,118,16,28.34444
2,118,17,26.91743
2,118,18,25.88256
2,118,19,32.66096
2,118,20,38.16316
2,118,21,32.042
2,118,22,29.68706
2,118,23,25.88256
2,118,24,25.88256
3,50,0,28.0157
3,50,1,25.25512
3,50,2,23.15671
3,50,3,23.15671
3,50,4,24.86132
3,50,5,35.86391
3,50,6,32.11863
3,50,7,29.59746
3,50,8,28.61885
3,50,9,27.96372
3,50,10,24.16718
3,50,11,22.55334
3,50,12,19.70712
3,50,13,19.77272
3,50,14,19.90523
3,50,15,19.70712
3,50,16,21.58132
3,50,17,20.49506
3,50,18,19.70712
3,50,19,24.86725
3,50,20,29.05557
3,50,21,24.39685
3,50,22,22.60383
3,50,23,19.70712
3,50,24,19.70712
3,81,0,60.87361
3,81,1,54.87586
3,81,2,50.31714
3,81,3,50.31714
3,81,4,54.01933
3,81,5,77.91983
3,81,6,69.78403
3,81,7,64.30779
3,81,8,62.1828
3,81,9,60.75981
3,81,10,52.51192
3,81,11,49.00677
3,81,12,42.82416
3,81,13,42.96655
3,81,14,43.25419
3,81,15,42.82416
3,81,16,46.89622
3,81,17,44.53635
3,81,18,42.82416
3,81,19,54.03515
3,81,20,63.13414
3,81,21,53.01486
3,81,22,49.11867
3,81,23,42.82416
3,81,24,42.82416
3,82,0,11.12813
3,82,1,10.0317
3,82,2,9.19833
3,82,3,9.19833
3,82,4,9.875116
3,82,5,14.2443
3,82,6,12.75702
3,82,7,11.75592
3,82,8,11.36746
3,82,9,11.10732
3,82,10,9.599551
3,82,11,8.958784
3,82,12,7.82856
3,82,13,7.85459
3,82,14,7.907173
3,82,15,7.82856
3,82,16,8.572962
3,82,17,8.14156
3,82,18,7.82856
3,82,19,9.878008
3,82,20,11.54137
3,82,21,9.691492
3,82,22,8.979241
3,82,23,7.82856
3,82,24,7.82856
4,18,0,8.325948
4,18,1,7.509719
4,18,2,6.888421
4,18,3,6.888421
4,18,4,7.393791
4,18,5,10.64908
4,18,6,9.543497
4,18,7,8.796884
4,18,8,8.507016
4,18,9,8.313128
4,18,10,7.187934
4,18,11,6.709402
4,18,12,5.86512
4,18,13,5.884651
4,18,14,5.924108
4,18,15,5.86512
4,18,16,6.42065
4,18,17,6.098589
4,18,18,5.86512
4,18,19,7.395388
4,18,20,8.632382
4,18,21,7.253541
4,18,22,6.723038
4,18,23,5.86512
4,18,24,5.86512
4,21,0,39.2033
4,21,1,35.36003
4,21,2,32.4346
4,21,3,32.4346
4,21,4,34.81417
4,21,5,50.14194
4,21,6,44.93621
4,21,7,41.42073
4,21,8,40.05587
4,21,9,39.14294
4,21,10,33.84488
4,21,11,31.59168
4,21,12,27.61632
4,21,13,27.70828
4,21,14,27.89407
4,21,15,27.61632
4,21,16,30.23207
4,21,17,28.71563
4,21,18,27.61632
4,21,19,34.82169
4,21,20,40.64616
4,21,21,34.1538
4,21,22,31.65588
4,21,23,27.61632
4,21,24,27.61632
4,61,0,89.23462
4,61,1,80.48656
4,61,2,73.8277
4,61,3,73.8277
4,61,4,79.24408
4,61,5,114.1332
4,61,6,102.2839
4,61,7,94.28195
4,61,8,91.17525
4,61,9,89.09723
4,61,10,77.03778
4,61,11,71.90904
4,61,12,62.86032
4,61,13,63.06965
4,61,14,63.49253
4,61,15,62.86032
4,61,16,68.81429
4,61,17,65.36256
4,61,18,62.86032
4,61,19,79.2612
4,61,20,92.51888
4,61,21,77.74094
4,61,22,72.05518
4,61,23,62.86032
4,61,24,62.86032
5,1,0,26.29967
5,1,1,23.7344
5,1,2,21.7789
5,1,3,21.7789
5,1,4,23.37205
5,1,5,33.61142
5,1,6,30.1418
5,1,7,27.79104
5,1,8,26.87791
5,1,9,26.26782
5,1,10,22.72283
5,1,11,21.2141
5,1,12,18.55152
5,1,13,18.61339
5,1,14,18.73837
5,1,15,18.55152
5,1,16,20.30178
5,1,17,19.28674
5,1,18,18.55152
5,1,19,23.37539
5,1,20,27.259
5,1,21,22.92012
5,1,22,21.25195
5,1,23,18.55152
5,1,24,18.55152
5,6,0,4.022627
5,6,1,3.630259
5,6,2,3.331159
5,6,3,3.331159
5,6,4,3.574837
5,6,5,5.140984
5,6,6,4.610294
5,6,7,4.250737
5,6,8,4.11107
5,6,9,4.017756
5,6,10,3.475536
5,6,11,3.244771
5,6,12,2.83752
5,6,13,2.846983
5,6,14,2.8661
5,6,15,2.83752
5,6,16,3.105228
5,6,17,2.949974
5,6,18,2.83752
5,6,19,3.575347
5,6,20,4.169359
5,6,21,3.505713
5,6,22,3.25056
5,6,23,2.83752
5,6,24,2.83752
6,5,0,4.022627
6,5,1,3.630259
6,5,2,3.331159
6,5,3,3.331159
6,5,4,3.574837
6,5,5,5.140984
6,5,6,4.610294
6,5,7,4.250737
6,5,8,4.11107
6,5,9,4.017756
6,5,10,3.475536
6,5,11,3.244771
6,5,12,2.83752
6,5,13,2.846983
6,5,14,2.8661
6,5,15,2.83752
6,5,16,3.105228
6,5,17,2.949974
6,5,18,2.83752
6,5,19,3.575347
6,5,20,4.169359
6,5,21,3.505713
6,5,22,3.25056
6,5,23,2.83752
6,5,24,2.83752
7,2,0,69.27307
7,2,1,62.44645
7,2,2,57.25695
7,2,3,57.25695
7,2,4,61.47377
7,2,5,88.68655
7,2,6,79.4234
7,2,7,73.18729
7,2,8,70.766
7,2,9,69.14549
7,2,10,59.75642
7,2,11,55.76427
7,2,12,48.72456
7,2,13,48.88692
7,2,14,49.21491
7,2,15,48.72456
7,2,16,53.3591
7,2,17,50.67272
7,2,18,48.72456
7,2,19,61.48506
7,2,20,71.84308
7,2,21,60.31985
7,2,22,55.88662
7,2,23,48.72456
7,2,24,48.72456
7,8,0,8.345772
7,8,1,7.523324
7,8,2,6.898113
7,8,3,6.898113
7,8,4,7.406139
7,8,5,10.68464
7,8,6,9.568646
7,8,7,8.817342
7,8,8,8.525634
7,8,9,8.3304
7,8,10,7.199239
7,8,11,6.718279
7,8,12,5.87016
7,8,13,5.88972
7,8,14,5.929236
7,8,15,5.87016
7,8,16,6.428513
7,8,17,6.104868
7,8,18,5.87016
7,8,19,7.4075
7,8,20,8.655396
7,8,21,7.267119
7,8,22,6.733019
7,8,23,5.87016
7,8,24,5.87016
