,id,0000_01_01_2020,0001_02_01_2020,0002_03_01_2020,0003_04_01_2020,0004_05_01_2020,0005_06_01_2020,0006_07_01_2020,0007_08_01_2020,0008_09_01_2020,0009_10_01_2020,0010_11_01_2020,0011_12_01_2020,0012_13_01_2020,0013_14_01_2020,0014_15_01_2020,0015_16_01_2020,0016_17_01_2020,0017_18_01_2020,0018_19_01_2020,0019_20_01_2020,0020_21_01_2020,0021_22_01_2020,0022_23_01_2020,0023_24_01_2020,0024_25_01_2020,0025_26_01_2020,0026_27_01_2020,0027_28_01_2020,0028_29_01_2020,0029_30_01_2020,0030_31_01_2020,0031_01_02_2020,0032_02_02_2020,0033_03_02_2020,0034_04_02_2020,0035_05_02_2020,0036_06_02_2020,0037_07_02_2020,0038_08_02_2020,0039_09_02_2020,0040_10_02_2020,0041_11_02_2020,0042_12_02_2020,0043_13_02_2020,0044_14_02_2020,0045_15_02_2020,0046_16_02_2020,0047_17_02_2020,0048_18_02_2020,0049_19_02_2020,0050_20_02_2020,0051_21_02_2020,0052_22_02_2020,0053_23_02_2020,0054_24_02_2020,0055_25_02_2020,0056_26_02_2020,0057_27_02_2020,0058_28_02_2020,0059_29_02_2020,0060_01_03_2020,0061_02_03_2020,0062_03_03_2020,0063_04_03_2020,0064_05_03_2020,0065_06_03_2020,0066_07_03_2020,0067_08_03_2020,0068_09_03_2020,0069_10_03_2020,0070_11_03_2020,0071_12_03_2020,0072_13_03_2020,0073_14_03_2020,0074_15_03_2020,0075_16_03_2020,0076_17_03_2020,0077_18_03_2020,0078_19_03_2020,0079_20_03_2020,0080_21_03_2020,0081_22_03_2020,0082_23_03_2020,0083_24_03_2020,0084_25_03_2020,0085_26_03_2020,0086_27_03_2020,0087_28_03_2020,0088_29_03_2020,0089_30_03_2020,0090_31_03_2020,0091_01_04_2020,0092_02_04_2020,0093_03_04_2020,0094_04_04_2020,0095_05_04_2020,0096_06_04_2020,0097_07_04_2020,0098_08_04_2020,0099_09_04_2020,0100_10_04_2020,0101_11_04_2020,0102_12_04_2020,0103_13_04_2020,0104_14_04_2020,0105_15_04_2020,0106_16_04_2020,0107_17_04_2020,0108_18_04_2020,0109_19_04_2020,0110_20_04_2020,0111_21_04_2020,0112_22_04_2020,0113_23_04_2020,0114_24_04_2020,0115_25_04_2020,0116_26_04_2020,0117_27_04_2020,0118_28_04_2020,0119_29_04_2020,0120_30_04_2020,0121_01_05_2020,0122_02_05_2020,0123_03_05_2020,0124_04_05_2020,0125_05_05_2020,0126_06_05_2020,0127_07_05_2020,0128_08_05_2020,0129_09_05_2020,0130_10_05_2020,0131_11_05_2020,0132_12_05_2020,0133_13_05_2020,0134_14_05_2020,0135_15_05_2020,0136_16_05_2020,0137_17_05_2020,0138_18_05_2020,0139_19_05_2020,0140_20_05_2020,0141_21_05_2020,0142_22_05_2020,0143_23_05_2020,0144_24_05_2020,0145_25_05_2020,0146_26_05_2020,0147_27_05_2020,0148_28_05_2020,0149_29_05_2020,0150_30_05_2020,0151_31_05_2020,0152_01_06_2020,0153_02_06_2020,0154_03_06_2020,0155_04_06_2020,0156_05_06_2020,0157_06_06_2020,0158_07_06_2020,0159_08_06_2020,0160_09_06_2020,0161_10_06_2020,0162_11_06_2020,0163_12_06_2020,0164_13_06_2020,0165_14_06_2020,0166_15_06_2020,0167_16_06_2020,0168_17_06_2020,0169_18_06_2020,0170_19_06_2020,0171_20_06_2020,0172_21_06_2020,0173_22_06_2020,0174_23_06_2020,0175_24_06_2020,0176_25_06_2020,0177_26_06_2020,0178_27_06_2020,0179_28_06_2020,0180_29_06_2020,0181_30_06_2020
0,1,44.432337,42.600076,43.516207,45.348468,48.09686,43.516207,41.683945,39.851684,40.309749,40.309749,40.309749,42.600076,48.09686,50.387187,59.090428,57.716232,51.761383,49.471056,56.342036,55.883971,51.303318,56.342036,54.96784,54.05171,56.800102,54.05171,53.593644,53.593644,53.593644,55.883971,53.593644,55.883971,64.587212,65.961408,65.045278,69.625931,68.7098,65.961408,65.045278,64.129147,71.916258,76.496911,80.161434,94.361459,92.529198,88.40661,88.40661,90.238871,95.735655,98.484047,95.27759,101.6905,101.23244,103.0647,109.93568,108.56148,106.72922,104.89696,103.98083,112.22601,111.76794,110.39375,109.93568,108.56148,107.64535,107.18729,106.72922,103.98083,102.14857,106.72922,104.89696,106.72922,117.26473,121.84538,117.72279,118.63892,116.80666,118.18086,130.09056,128.25829,128.71636,125.96797,123.21958,120.01312,114.05827,119.55505,113.6002,117.72279,122.76151,135.58734,133.75508,135.58734,140.16799,144.74865,152.07769,149.78736,141.54219,133.75508,131.00669,134.21314,134.67121,133.29701,129.17442,134.67121,137.4196,140.16799,135.12927,136.96154,135.58734,134.21314,132.83895,131.92282,130.54862,129.63249,129.17442,126.8841,125.96797,125.05184,123.67764,123.67764,123.21958,122.30344,125.5099,125.96797,131.00669,127.34216,125.96797,124.13571,124.13571,126.8841,132.38088,137.4196,148.87123,150.7035,154.82608,155.74221,160.78093,169.02611,167.19385,161.69706,158.49061,153.45189,146.58091,137.87767,131.92282,127.80023,124.13571,120.92925,120.01312,118.63892,115.43246,111.30988,107.18729,103.98083,101.6905,99.400178,94.819524,88.864675,85.658218,84.284022,82.909826,81.077564,77.871107,73.290454,67.79367,64.129147,60.006559,55.883971,51.761383,47.638795,42.142011,36.187161,28.400051,22.445201,19.238744,13.74196,6.4129147,0.0,0.0,0.0,0.0,0.0
1,2,44.432337,42.600076,43.516207,45.348468,48.09686,43.516207,41.683945,39.851684,40.309749,40.309749,40.309749,42.600076,48.09686,50.387187,59.090428,57.716232,51.761383,49.471056,56.342036,55.883971,51.303318,56.342036,54.96784,54.05171,56.800102,54.05171,53.593644,53.593644,53.593644,55.883971,53.593644,55.883971,64.587212,65.961408,65.045278,69.625931,68.7098,65.961408,65.045278,64.129147,71.916258,76.496911,80.161434,94.361459,92.529198,88.40661,88.40661,90.238871,95.735655,98.484047,95.27759,101.6905,101.23244,103.0647,109.93568,108.56148,106.72922,104.89696,103.98083,112.22601,111.76794,110.39375,109.93568,108.56148,107.64535,107.18729,106.72922,103.98083,102.14857,106.72922,104.89696,106.72922,117.26473,121.84538,117.72279,118.63892,116.80666,118.18086,130.09056,128.25829,128.71636,125.96797,123.21958,120.01312,114.05827,119.55505,113.6002,117.72279,122.76151,135.58734,133.75508,135.58734,140.16799,144.74865,152.07769,149.78736,141.54219,133.75508,131.00669,134.21314,134.67121,133.29701,129.17442,134.67121,137.4196,140.16799,135.12927,136.96154,135.58734,134.21314,132.83895,131.92282,130.54862,129.63249,129.17442,126.8841,125.96797,125.05184,123.67764,123.67764,123.21958,122.30344,125.5099,125.96797,131.00669,127.34216,125.96797,124.13571,124.13571,126.8841,132.38088,137.4196,148.87123,150.7035,154.82608,155.74221,160.78093,169.02611,167.19385,161.69706,158.49061,153.45189,146.58091,137.87767,131.92282,127.80023,124.13571,120.92925,120.01312,118.63892,115.43246,111.30988,107.18729,103.98083,101.6905,99.400178,94.819524,88.864675,85.658218,84.284022,82.909826,81.077564,77.871107,73.290454,67.79367,64.129147,60.006559,55.883971,51.761383,47.638795,42.142011,36.187161,28.400051,22.445201,19.238744,13.74196,6.4129147,0.0,0.0,0.0,0.0,0.0
2,3,44.6335505,42.7929915,43.713271000000006,45.55383,48.314668,43.713271000000006,41.872712,40.0321535,40.492293,40.492293,40.492293,42.7929915,48.314668,50.6153665,59.3580205,57.9776015,51.995786,49.695087,56.5971825,56.137043000000006,51.535646,56.5971825,55.2167635,54.2964845,57.0573225,54.2964845,53.836344499999996,53.836344499999996,53.836344499999996,56.137043000000006,53.836344499999996,56.137043000000006,64.879697,66.26011600000001,65.33983699999999,69.941234,69.0209545,66.26011600000001,65.33983699999999,64.4195575,72.24193249999999,76.8433295,80.52444700000001,94.7887775,92.948219,88.8069615,88.8069615,90.64752,96.1691965,98.9300345,95.709057,102.15101,101.690875,103.53143,110.433525,109.053105,107.21255,105.37199000000001,104.45170999999999,112.73422500000001,112.274085,110.89367,110.433525,109.053105,108.132825,107.67269,107.21255,104.45170999999999,102.61115000000001,107.21255,105.37199000000001,107.21255,117.795765,122.39716,118.2559,119.17618,117.33562,118.71604500000001,130.679675,128.839115,129.29925500000002,126.53842,123.77758,120.5566,114.57478499999999,120.09646000000001,114.114645,118.2559,123.31744,136.20135,134.36079,136.20135,140.80274500000002,145.404145,152.76638,150.46568000000002,142.183165,134.36079,131.599955,134.82093,135.28107,133.90064999999998,129.75939,135.28107,138.04191,140.80274500000002,135.74121,137.58177,136.20135,134.82093,133.440515,132.520235,131.139815,130.219535,129.75939,127.458695,126.53842,125.61814,124.23772,124.23772,123.77758,122.857295,126.07827499999999,126.53842,131.599955,127.918835,126.53842,124.69785999999999,124.69785999999999,127.458695,132.98037,138.04191,149.5454,151.38596,155.527215,156.447495,161.50903,169.79155,167.95099,162.42931,159.208335,154.14679999999998,147.244705,138.50205,132.520235,128.378975,124.69785999999999,121.47688,120.5566,119.17618,115.9552,111.81395,107.67269,104.45170999999999,102.15101,99.850314,95.248917,89.267101,86.0461235,84.6657045,83.28528499999999,81.444726,78.2237485,73.62235150000001,68.1006755,64.4195575,60.2783005,56.137043000000006,51.995786,47.8545285,42.332852,36.351036,28.5286615,22.546845,19.325867000000002,13.804191,6.44195575,0.0,0.0,0.0,0.0,0.0
3,4,44.858466,43.008633,43.93355,45.783383,48.558134,43.93355,42.083716,40.233882,40.696341,40.696341,40.696341,43.008633,48.558134,50.870426,59.657136,58.26976,52.257801,49.945509,56.882385,56.419927,51.795343,56.882385,55.49501,54.570093,57.344844,54.570093,54.107635,54.107635,54.107635,56.419927,54.107635,56.419927,65.206637,66.594012,65.669095,70.293679,69.368762,66.594012,65.669095,64.744178,72.605971,77.230555,80.930223,95.266434,93.4166,89.254474,89.254474,91.104308,96.653809,99.428559,96.191351,102.66577,102.20331,104.05314,110.99002,109.60264,107.75281,105.90298,104.97806,113.30231,112.83985,111.45248,110.99002,109.60264,108.67773,108.21527,107.75281,104.97806,103.12823,107.75281,105.90298,107.75281,118.38935,123.01394,118.85181,119.77673,117.9269,119.31427,131.33819,129.48836,129.95081,127.17606,124.40131,121.16411,115.15215,120.70165,114.68969,118.85181,123.93886,136.88769,135.03786,136.88769,141.51228,146.13686,153.53619,151.2239,142.89965,135.03786,132.26311,135.50032,135.96277,134.5754,130.41327,135.96277,138.73752,141.51228,136.42523,138.27507,136.88769,135.50032,134.11294,133.18802,131.80065,130.87573,130.41327,128.10098,127.17606,126.25115,124.86377,124.86377,124.40131,123.4764,126.71361,127.17606,132.26311,128.56344,127.17606,125.32623,125.32623,128.10098,133.65048,138.73752,150.29899,152.14882,156.31094,157.23586,162.3229,170.64716,168.79732,163.24782,160.01061,154.92357,147.98669,139.19998,133.18802,129.0259,125.32623,122.08902,121.16411,119.77673,116.53952,112.3774,108.21527,104.97806,102.66577,100.35348,95.728892,89.716933,86.479724,85.092349,83.704973,81.85514,78.617931,73.993347,68.443846,64.744178,60.582053,56.419927,52.257801,48.095675,42.546174,36.534215,28.672422,22.660462,19.423253,13.873752,6.4744178,0.0,0.0,0.0,0.0,0.0
4,5,44.858466,43.008633,43.93355,45.783383,48.558134,43.93355,42.083716,40.233882,40.696341,40.696341,40.696341,43.008633,48.558134,50.870426,59.657136,58.26976,52.257801,49.945509,56.882385,56.419927,51.795343,56.882385,55.49501,54.570093,57.344844,54.570093,54.107635,54.107635,54.107635,56.419927,54.107635,56.419927,65.206637,66.594012,65.669095,70.293679,69.368762,66.594012,65.669095,64.744178,72.605971,77.230555,80.930223,95.266434,93.4166,89.254474,89.254474,91.104308,96.653809,99.428559,96.191351,102.66577,102.20331,104.05314,110.99002,109.60264,107.75281,105.90298,104.97806,113.30231,112.83985,111.45248,110.99002,109.60264,108.67773,108.21527,107.75281,104.97806,103.12823,107.75281,105.90298,107.75281,118.38935,123.01394,118.85181,119.77673,117.9269,119.31427,131.33819,129.48836,129.95081,127.17606,124.40131,121.16411,115.15215,120.70165,114.68969,118.85181,123.93886,136.88769,135.03786,136.88769,141.51228,146.13686,153.53619,151.2239,142.89965,135.03786,132.26311,135.50032,135.96277,134.5754,130.41327,135.96277,138.73752,141.51228,136.42523,138.27507,136.88769,135.50032,134.11294,133.18802,131.80065,130.87573,130.41327,128.10098,127.17606,126.25115,124.86377,124.86377,124.40131,123.4764,126.71361,127.17606,132.26311,128.56344,127.17606,125.32623,125.32623,128.10098,133.65048,138.73752,150.29899,152.14882,156.31094,157.23586,162.3229,170.64716,168.79732,163.24782,160.01061,154.92357,147.98669,139.19998,133.18802,129.0259,125.32623,122.08902,121.16411,119.77673,116.53952,112.3774,108.21527,104.97806,102.66577,100.35348,95.728892,89.716933,86.479724,85.092349,83.704973,81.85514,78.617931,73.993347,68.443846,64.744178,60.582053,56.419927,52.257801,48.095675,42.546174,36.534215,28.672422,22.660462,19.423253,13.873752,6.4744178,0.0,0.0,0.0,0.0,0.0
5,6,44.846615,42.99727,43.9219425,45.7712875,48.545305,43.9219425,42.0725975,40.2232525,40.68558899999999,40.68558899999999,40.68558899999999,42.99727,48.545305,50.856986000000006,59.6413745,58.2543655,52.243995,49.9323135,56.867357,56.405021000000005,51.781658500000006,56.867357,55.480348500000005,54.555676,57.329693500000005,54.555676,54.09334,54.09334,54.09334,56.405021000000005,54.09334,56.405021000000005,65.18940950000001,66.576418,65.6517455,70.27510799999999,69.3504355,66.576418,65.6517455,64.727073,72.586789,77.2101515,80.9088415,95.241265,93.39192,89.23089350000001,89.23089350000001,91.08023850000001,96.6282735,99.4022905,96.1659375,102.638645,102.17631,104.02565,110.960695,109.573685,107.724345,105.875,104.95032499999999,113.27237500000001,112.81004,111.423035,110.960695,109.573685,108.64901499999999,108.18668,107.724345,104.95032499999999,103.10097999999999,107.724345,105.875,107.724345,118.358075,122.98143999999999,118.82041000000001,119.745085,117.89574,119.28275,131.30349,129.45415,129.91647999999998,127.142465,124.368445,121.13209499999999,115.121725,120.66976,114.65939,118.82041000000001,123.906115,136.85152499999998,135.00218,136.85152499999998,141.47489000000002,146.09825,153.49563,151.18394999999998,142.861895,135.00218,132.228165,135.46452,135.92685,134.539845,130.378815,135.92685,138.70087,141.47489000000002,136.38918999999999,138.238535,136.85152499999998,135.46452,134.07751000000002,133.15283499999998,131.76583,130.84115500000001,130.378815,128.067135,127.142465,126.217795,124.83078499999999,124.83078499999999,124.368445,123.443775,126.68012999999999,127.142465,132.228165,128.529475,127.142465,125.29311999999999,125.29311999999999,128.067135,133.61516999999998,138.70087,150.25928,152.10862,156.269645,157.19432,162.280015,170.602075,168.752725,163.20469,159.96833500000002,154.88264,147.947595,139.163205,133.15283499999998,128.99181,125.29311999999999,122.05676500000001,121.13209499999999,119.745085,116.50873,112.34771,108.18668,104.95032499999999,102.638645,100.326965,95.70360099999999,89.69323,86.45687649999999,85.069868,83.6828585,81.83351400000001,78.5971605,73.973798,68.42576349999999,64.727073,60.566047499999996,56.405021000000005,52.243995,48.0829685,42.5349335,36.524563,28.664847,22.6544755,19.418121499999998,13.870087,6.4727073,0.0,0.0,0.0,0.0,0.0
6,7,44.6033875,42.7640725,43.683730499999996,45.5230455,48.282018,43.683730499999996,41.8444155,40.0051,40.464929,40.464929,40.464929,42.7640725,48.282018,50.581161,59.317907,57.938421000000005,51.9606475,49.661504,56.558935000000005,56.099106,51.500819,56.558935000000005,55.1794485,54.2597915,57.0187635,54.2597915,53.7999625,53.7999625,53.7999625,56.099106,53.7999625,56.099106,64.83585249999999,66.2153385,65.295681,69.893968,68.974311,66.2153385,65.295681,64.3760235,72.193112,76.79139950000001,80.4700295,94.72472049999999,92.88540549999999,88.746947,88.746947,90.5862615,96.1042065,98.863179,95.64437799999999,102.08197999999999,101.62215,103.46146999999999,110.3589,108.979415,107.140095,105.30078,104.381125,112.65804,112.19820999999999,110.818725,110.3589,108.979415,108.05975000000001,107.599925,107.140095,104.381125,102.54181,107.140095,105.30078,107.140095,117.716155,122.314445,118.175985,119.09564,117.25632999999999,118.63581500000001,130.59136,128.752045,129.211875,126.452905,123.69393,120.47513000000001,114.49735999999999,120.015305,114.037525,118.175985,123.23410000000001,136.109305,134.26999,136.109305,140.707595,145.30588,152.66314,150.364,142.08708000000001,134.26999,131.511015,134.72982000000002,135.18965,133.81016499999998,129.671705,135.18965,137.948625,140.707595,135.649475,137.48879499999998,136.109305,134.72982000000002,133.350335,132.43068,131.05119000000002,130.13153,129.671705,127.37256,126.452905,125.533245,124.15376,124.15376,123.69393,122.774275,125.993075,126.452905,131.511015,127.83239,126.452905,124.613585,124.613585,127.37256,132.89050500000002,137.948625,149.44434,151.283655,155.422115,156.34177499999998,161.39989,169.676805,167.83749,162.319545,159.10074500000002,154.042625,147.145195,138.40845000000002,132.43068,128.29222000000001,124.613585,121.39479,120.47513000000001,119.09564,115.876845,111.738385,107.599925,104.381125,102.08197999999999,99.7828355,95.184549,89.2067755,85.98797400000001,84.608488,83.22900150000001,81.389687,78.170886,73.5725985,68.054653,64.3760235,60.237565000000004,56.099106,51.9606475,47.822188999999995,42.304244,36.3264705,28.509382000000002,22.5316085,19.312807,13.7948625,6.43760235,0.0,0.0,0.0,0.0,0.0
7,8,44.400856,42.569893,43.485375,45.316338,48.062783,43.485375,41.654412,39.823448,40.281189,40.281189,40.281189,42.569893,48.062783,50.351486,59.048561,57.675339,51.724709,49.436005,56.302117,55.844376,51.266968,56.302117,54.928894,54.013413,56.759857,54.013413,53.555672,53.555672,53.555672,55.844376,53.555672,55.844376,64.541451,65.914673,64.999192,69.576599,68.661118,65.914673,64.999192,64.08371,71.865303,76.442711,80.104638,94.294602,92.463639,88.343972,88.343972,90.174935,95.667824,98.414269,95.210084,101.61845,101.16071,102.99168,109.85779,108.48457,106.6536,104.82264,103.90716,112.14649,111.68875,110.31553,109.85779,108.48457,107.56908,107.11134,106.6536,103.90716,102.0762,106.6536,104.82264,106.6536,117.18164,121.75905,117.63938,118.55486,116.7239,118.09712,129.99838,128.16742,128.62516,125.87872,123.13227,119.92809,113.97746,119.47035,113.51971,117.63938,122.67453,135.49127,133.66031,135.49127,140.06868,144.64609,151.96994,149.68124,141.4419,133.66031,130.91386,134.11805,134.57579,133.20257,129.0829,134.57579,137.32224,140.06868,135.03353,136.8645,135.49127,134.11805,132.74483,131.82935,130.45612,129.54064,129.0829,126.7942,125.87872,124.96323,123.59001,123.59001,123.13227,122.21679,125.42098,125.87872,130.91386,127.25194,125.87872,124.04775,124.04775,126.7942,132.28709,137.32224,148.76576,150.59672,154.71639,155.63187,160.66702,168.90635,167.07539,161.5825,158.37831,153.34316,146.47705,137.77998,131.82935,127.70968,124.04775,120.84357,119.92809,118.55486,115.35068,111.23101,107.11134,103.90716,101.61845,99.329751,94.752343,88.801713,85.597527,84.224305,82.851082,81.020119,77.815934,73.238526,67.745636,64.08371,59.964043,55.844376,51.724709,47.605042,42.112152,36.161522,28.379929,22.429299,19.225113,13.732224,6.408371,0.0,0.0,0.0,0.0,0.0
8,9,44.400856,42.569893,43.485375,45.316338,48.062783,43.485375,41.654412,39.823448,40.281189,40.281189,40.281189,42.569893,48.062783,50.351486,59.048561,57.675339,51.724709,49.436005,56.302117,55.844376,51.266968,56.302117,54.928894,54.013413,56.759857,54.013413,53.555672,53.555672,53.555672,55.844376,53.555672,55.844376,64.541451,65.914673,64.999192,69.576599,68.661118,65.914673,64.999192,64.08371,71.865303,76.442711,80.104638,94.294602,92.463639,88.343972,88.343972,90.174935,95.667824,98.414269,95.210084,101.61845,101.16071,102.99168,109.85779,108.48457,106.6536,104.82264,103.90716,112.14649,111.68875,110.31553,109.85779,108.48457,107.56908,107.11134,106.6536,103.90716,102.0762,106.6536,104.82264,106.6536,117.18164,121.75905,117.63938,118.55486,116.7239,118.09712,129.99838,128.16742,128.62516,125.87872,123.13227,119.92809,113.97746,119.47035,113.51971,117.63938,122.67453,135.49127,133.66031,135.49127,140.06868,144.64609,151.96994,149.68124,141.4419,133.66031,130.91386,134.11805,134.57579,133.20257,129.0829,134.57579,137.32224,140.06868,135.03353,136.8645,135.49127,134.11805,132.74483,131.82935,130.45612,129.54064,129.0829,126.7942,125.87872,124.96323,123.59001,123.59001,123.13227,122.21679,125.42098,125.87872,130.91386,127.25194,125.87872,124.04775,124.04775,126.7942,132.28709,137.32224,148.76576,150.59672,154.71639,155.63187,160.66702,168.90635,167.07539,161.5825,158.37831,153.34316,146.47705,137.77998,131.82935,127.70968,124.04775,120.84357,119.92809,118.55486,115.35068,111.23101,107.11134,103.90716,101.61845,99.329751,94.752343,88.801713,85.597527,84.224305,82.851082,81.020119,77.815934,73.238526,67.745636,64.08371,59.964043,55.844376,51.724709,47.605042,42.112152,36.161522,28.379929,22.429299,19.225113,13.732224,6.408371,0.0,0.0,0.0,0.0,0.0
9,10,44.400856,42.569893,43.485375,45.316338,48.062783,43.485375,41.654412,39.823448,40.281189,40.281189,40.281189,42.569893,48.062783,50.351486,59.048561,57.675339,51.724709,49.436005,56.302117,55.844376,51.266968,56.302117,54.928894,54.013413,56.759857,54.013413,53.555672,53.555672,53.555672,55.844376,53.555672,55.844376,64.541451,65.914673,64.999192,69.576599,68.661118,65.914673,64.999192,64.08371,71.865303,76.442711,80.104638,94.294602,92.463639,88.343972,88.343972,90.174935,95.667824,98.414269,95.210084,101.61845,101.16071,102.99168,109.85779,108.48457,106.6536,104.82264,103.90716,112.14649,111.68875,110.31553,109.85779,108.48457,107.56908,107.11134,106.6536,103.90716,102.0762,106.6536,104.82264,106.6536,117.18164,121.75905,117.63938,118.55486,116.7239,118.09712,129.99838,128.16742,128.62516,125.87872,123.13227,119.92809,113.97746,119.47035,113.51971,117.63938,122.67453,135.49127,133.66031,135.49127,140.06868,144.64609,151.96994,149.68124,141.4419,133.66031,130.91386,134.11805,134.57579,133.20257,129.0829,134.57579,137.32224,140.06868,135.03353,136.8645,135.49127,134.11805,132.74483,131.82935,130.45612,129.54064,129.0829,126.7942,125.87872,124.96323,123.59001,123.59001,123.13227,122.21679,125.42098,125.87872,130.91386,127.25194,125.87872,124.04775,124.04775,126.7942,132.28709,137.32224,148.76576,150.59672,154.71639,155.63187,160.66702,168.90635,167.07539,161.5825,158.37831,153.34316,146.47705,137.77998,131.82935,127.70968,124.04775,120.84357,119.92809,118.55486,115.35068,111.23101,107.11134,103.90716,101.61845,99.329751,94.752343,88.801713,85.597527,84.224305,82.851082,81.020119,77.815934,73.238526,67.745636,64.08371,59.964043,55.844376,51.724709,47.605042,42.112152,36.161522,28.379929,22.429299,19.225113,13.732224,6.408371,0.0,0.0,0.0,0.0,0.0
