id,latitude,longitude
419670424,62.4665172,6.3010043
419670438,62.4688963,6.3064461
419670461,62.4683488,6.2946632
419670468,62.4666572,6.2956851
419670478,62.4666531,6.3002282
419670480,62.4663368,6.29942
701231337,62.4672087,6.3051025
3209859745,62.4675483,6.3067781
5101653612,62.4661161,6.2988675
6286881119,62.467444,6.2949461
6286881122,62.4679573,6.2945156
6286881125,62.4683639,6.2941945
7389934695,62.4679752,6.3074805
7389954338,62.468028,6.308859
7389960214,62.4685566,6.2954922
7389960753,62.468273,6.307944
7389961415,62.467562,6.307793
7389962167,62.467986,6.307861
9120568781,62.467645,6.308891
10790767888,62.4667026,6.2952679
11126515421,62.4667432,6.2987022
11126515450,62.4653883,6.2959693
11126515456,62.465702,6.2959787
26000000000,62.4689909,6.3001931
27000000000,62.4693612,6.3088212
