i,j,t,r
0,17,0,105
0,17,1,31
0,17,2,80
0,17,3,13
0,17,4,86
0,17,5,38
0,17,6,52
0,17,7,92
0,17,8,96
0,17,9,80
0,17,10,27
0,17,11,28
0,17,12,17
0,17,13,91
0,17,14,22
0,17,15,40
0,17,16,54
0,17,17,75
0,17,18,52
0,17,19,32
0,22,0,39
0,22,1,72
0,22,2,84
0,22,3,40
0,22,4,57
0,22,5,18
0,22,6,80
0,22,7,88
0,22,8,49
0,22,9,28
0,22,10,84
0,22,11,90
0,22,12,91
0,22,13,63
0,22,14,30
0,22,15,73
0,22,16,106
0,22,17,50
0,22,18,45
0,22,19,61
0,27,0,67
0,27,1,91
0,27,2,98
0,27,3,89
0,27,4,72
0,27,5,10
0,27,6,32
0,27,7,23
0,27,8,54
0,27,9,89
0,27,10,2
0,27,11,30
0,27,12,5
0,27,13,7
0,27,14,92
0,27,15,57
0,27,16,50
0,27,17,88
0,27,18,57
0,27,19,77
1,5,0,106
1,5,1,99
1,5,2,68
1,5,3,31
1,5,4,26
1,5,5,103
1,5,6,46
1,5,7,93
1,5,8,32
1,5,9,35
1,5,10,66
1,5,11,23
1,5,12,43
1,5,13,74
1,5,14,56
1,5,15,29
1,5,16,87
1,5,17,60
1,5,18,99
1,5,19,80
1,18,0,49
1,18,1,74
1,18,2,92
1,18,3,106
1,18,4,104
1,18,5,20
1,18,6,89
1,18,7,83
1,18,8,66
1,18,9,12
1,18,10,29
1,18,11,104
1,18,12,24
1,18,13,56
1,18,14,108
1,18,15,106
1,18,16,44
1,18,17,54
1,18,18,95
1,18,19,16
2,3,0,68
2,3,1,19
2,3,2,52
2,3,3,46
2,3,4,32
2,3,5,96
2,3,6,54
2,3,7,20
2,3,8,64
2,3,9,98
2,3,10,61
2,3,11,68
2,3,12,41
2,3,13,10
2,3,14,28
2,3,15,50
2,3,16,35
2,3,17,2
2,3,18,41
2,3,19,8
2,16,0,67
2,16,1,99
2,16,2,4
2,16,3,6
2,16,4,52
2,16,5,85
2,16,6,62
2,16,7,39
2,16,8,42
2,16,9,90
2,16,10,49
2,16,11,79
2,16,12,81
2,16,13,18
2,16,14,72
2,16,15,22
2,16,16,6
2,16,17,51
2,16,18,47
2,16,19,18
3,2,0,6
3,2,1,60
3,2,2,27
3,2,3,72
3,2,4,39
3,2,5,87
3,2,6,76
3,2,7,6
3,2,8,84
3,2,9,22
3,2,10,81
3,2,11,8
3,2,12,71
3,2,13,32
3,2,14,55
3,2,15,91
3,2,16,70
3,2,17,38
3,2,18,7
3,2,19,77
3,4,0,21
3,4,1,54
3,4,2,14
3,4,3,78
3,4,4,64
3,4,5,6
3,4,6,38
3,4,7,73
3,4,8,47
3,4,9,100
3,4,10,17
3,4,11,51
3,4,12,69
3,4,13,58
3,4,14,79
3,4,15,31
3,4,16,47
3,4,17,34
3,4,18,28
3,4,19,20
4,3,0,31
4,3,1,48
4,3,2,23
4,3,3,90
4,3,4,50
4,3,5,84
4,3,6,19
4,3,7,66
4,3,8,67
4,3,9,88
4,3,10,75
4,3,11,97
4,3,12,79
4,3,13,67
4,3,14,69
4,3,15,90
4,3,16,92
4,3,17,31
4,3,18,66
4,3,19,2
4,26,0,109
4,26,1,67
4,26,2,48
4,26,3,92
4,26,4,29
4,26,5,17
4,26,6,58
4,26,7,40
4,26,8,62
4,26,9,75
4,26,10,94
4,26,11,57
4,26,12,96
4,26,13,52
4,26,14,86
4,26,15,26
4,26,16,17
4,26,17,47
4,26,18,44
4,26,19,81
5,1,0,53
5,1,1,10
5,1,2,28
5,1,3,34
5,1,4,101
5,1,5,39
5,1,6,61
5,1,7,22
5,1,8,89
5,1,9,98
5,1,10,68
5,1,11,64
5,1,12,87
5,1,13,73
5,1,14,97
5,1,15,23
5,1,16,12
5,1,17,83
5,1,18,75
5,1,19,93
5,6,0,89
5,6,1,69
5,6,2,51
5,6,3,1
5,6,4,57
5,6,5,38
5,6,6,99
5,6,7,41
5,6,8,36
5,6,9,15
5,6,10,80
5,6,11,30
5,6,12,78
5,6,13,83
5,6,14,13
5,6,15,74
5,6,16,75
5,6,17,14
5,6,18,10
5,6,19,68
5,14,0,75
5,14,1,62
5,14,2,14
5,14,3,105
5,14,4,28
5,14,5,91
5,14,6,70
5,14,7,37
5,14,8,49
5,14,9,40
5,14,10,39
5,14,11,62
5,14,12,36
5,14,13,42
5,14,14,97
5,14,15,17
5,14,16,54
5,14,17,25
5,14,18,30
5,14,19,97
6,5,0,82
