i,j,t,r
0,17,0,87.09431
0,17,1,95.09431
0,17,2,104.0943
0,17,3,121.0943
0,17,4,112.0943
0,17,5,57.09431
0,17,6,84.09431
0,17,7,99.09431
0,17,8,94.09431
0,17,9,136.0943
0,17,10,118.0943
0,17,11,76.09431
0,17,12,100.0943
0,17,13,117.0943
0,17,14,82.09431
0,17,15,118.0943
0,17,16,70.09431
0,17,17,118.0943
0,17,18,129.0943
0,17,19,133.0943
0,22,0,173.6412
0,22,1,106.6412
0,22,2,196.6412
0,22,3,137.6412
0,22,4,105.6412
0,22,5,196.6412
0,22,6,141.6412
0,22,7,166.6412
0,22,8,141.6412
0,22,9,117.6412
0,22,10,121.6412
0,22,11,163.6412
0,22,12,114.6412
0,22,13,143.6412
0,22,14,143.6412
0,22,15,170.6412
0,22,16,142.6412
0,22,17,135.6412
0,22,18,187.6412
0,22,19,171.6412
0,27,0,97.51672
0,27,1,68.51672
0,27,2,114.5167
0,27,3,131.5167
0,27,4,55.51672
0,27,5,58.51672
0,27,6,131.5167
0,27,7,132.5167
0,27,8,86.51672
0,27,9,117.5167
0,27,10,134.5167
0,27,11,104.5167
0,27,12,52.51672
0,27,13,131.5167
0,27,14,60.51672
0,27,15,112.5167
0,27,16,137.5167
0,27,17,74.51672
0,27,18,106.5167
0,27,19,69.51672
1,5,0,135.1653
1,5,1,134.1653
1,5,2,137.1653
1,5,3,100.1653
1,5,4,103.1653
1,5,5,80.16528
1,5,6,115.1653
1,5,7,111.1653
1,5,8,118.1653
1,5,9,142.1653
1,5,10,94.16528
1,5,11,124.1653
1,5,12,93.16528
1,5,13,142.1653
1,5,14,147.1653
1,5,15,83.16528
1,5,16,130.1653
1,5,17,77.16528
1,5,18,157.1653
1,5,19,103.1653
1,18,0,95.71304
1,18,1,117.713
1,18,2,120.713
1,18,3,96.71304
1,18,4,98.71304
1,18,5,33.71304
1,18,6,42.71304
1,18,7,48.71304
1,18,8,129.713
1,18,9,126.713
1,18,10,47.71304
1,18,11,74.71304
1,18,12,82.71304
1,18,13,120.713
1,18,14,100.713
1,18,15,105.713
1,18,16,109.713
1,18,17,75.71304
1,18,18,51.71304
1,18,19,51.71304
2,3,0,145.1117
2,3,1,113.1117
2,3,2,113.1117
2,3,3,147.1117
2,3,4,109.1117
2,3,5,141.1117
2,3,6,93.11168
2,3,7,126.1117
2,3,8,167.1117
2,3,9,123.1117
2,3,10,114.1117
2,3,11,89.11168
2,3,12,89.11168
2,3,13,141.1117
2,3,14,118.1117
2,3,15,168.1117
2,3,16,119.1117
2,3,17,157.1117
2,3,18,114.1117
2,3,19,84.11168
