i,j,t,r
0,17,0,48.01572
0,17,1,69.01572
0,17,2,96.01572
0,17,3,96.01572
0,17,4,92.01572
0,17,5,104.0157
0,17,6,72.01572
0,17,7,65.01572
0,17,8,106.0157
0,17,9,66.01572
0,17,10,52.01572
0,17,11,12.01572
0,17,12,26.01572
0,17,13,38.01572
0,17,14,105.0157
0,17,15,76.01572
0,17,16,22.01572
0,17,17,10.01572
0,17,18,96.01572
0,17,19,56.01572
0,22,0,80.4402
0,22,1,61.4402
0,22,2,40.4402
0,22,3,77.4402
0,22,4,27.4402
0,22,5,103.4402
0,22,6,85.4402
0,22,7,54.4402
0,22,8,69.4402
0,22,9,34.4402
0,22,10,56.4402
0,22,11,69.4402
0,22,12,83.4402
0,22,13,33.4402
0,22,14,34.4402
0,22,15,48.4402
0,22,16,60.4402
0,22,17,81.4402
0,22,18,23.4402
0,22,19,98.4402
0,27,0,95.03691
0,27,1,14.03691
0,27,2,54.03691
0,27,3,18.03691
0,27,4,97.03691
0,27,5,68.03691
0,27,6,87.03691
0,27,7,94.03691
0,27,8,47.03691
0,27,9,21.03691
0,27,10,50.03691
0,27,11,67.03691
0,27,12,85.03691
0,27,13,64.03691
0,27,14,11.03691
0,27,15,65.03691
0,27,16,27.03691
0,27,17,76.03691
0,27,18,75.03691
0,27,19,73.03691
1,5,0,82.86088
1,5,1,103.8609
1,5,2,20.86088
1,5,3,28.86088
1,5,4,31.86088
1,5,5,70.86088
1,5,6,20.86088
1,5,7,10.86088
1,5,8,98.86088
1,5,9,49.86088
1,5,10,72.86088
1,5,11,48.86088
1,5,12,51.86088
1,5,13,68.86088
1,5,14,46.86088
1,5,15,89.86088
1,5,16,86.86088
1,5,17,20.86088
1,5,18,48.86088
1,5,19,45.86088
1,18,0,92.11884
1,18,1,60.11884
1,18,2,20.11884
1,18,3,53.11884
1,18,4,7.11884
1,18,5,83.11884
1,18,6,83.11884
1,18,7,84.11884
1,18,8,28.11884
1,18,9,88.11884
1,18,10,24.11884
1,18,11,104.1188
1,18,12,71.11884
1,18,13,41.11884
1,18,14,75.11884
1,18,15,20.11884
