i,j,t,r
0,1,0,7.459178
0,1,1,6.045527
0,1,2,5.22097
0,1,3,5.22097
0,1,4,5.686308
0,1,5,10.83835
0,1,6,8.446748
0,1,7,7.459178
0,1,8,7.179381
0,1,9,6.919815
0,1,10,5.522244
0,1,11,5.082332
0,1,12,4.285714
0,1,13,4.285714
0,1,14,4.285714
0,1,15,4.285714
0,1,16,4.950867
0,1,17,4.594341
0,1,18,4.285714
0,1,19,6.045527
0,1,20,8.446748
0,1,21,6.453194
0,1,22,5.522244
0,1,23,4.285714
0,1,24,4.285714
0,1,25,4.285714
0,1,26,4.285714
0,1,27,4.285714
0,1,28,4.285714
0,1,29,4.285714
0,1,30,4.285714
0,1,31,6.453194
0,1,32,12.22262
0,1,33,13.05641
0,1,34,6.453194
0,1,35,6.919815
0,1,36,7.459178
0,1,37,6.919815
0,1,38,6.045527
0,1,39,5.860418
0,1,40,5.686308
0,1,41,7.179381
0,1,42,6.919815
0,1,43,5.522244
0,1,44,5.082332
0,1,45,4.950867
0,1,46,4.950867
0,1,47,5.082332
0,1,48,5.082332
0,1,49,6.919815
0,1,50,17.95599
0,1,51,13.05641
0,1,52,16.41592
0,1,53,10.83835
0,1,54,8.446748
0,1,55,7.761669
0,1,56,8.446748
0,1,57,6.045527
0,1,58,5.367383
0,3,0,7.148093
0,3,1,5.903065
0,3,2,5.154854
0,3,3,5.154854
0,3,4,5.579147
0,3,5,9.944703
0,3,6,7.990767
0,3,7,7.148093
0,3,8,6.905355
0,3,9,6.678563
0,3,10,5.430162
0,3,11,5.02741
0,3,12,4.285714
0,3,13,4.285714
0,3,14,4.285714
0,3,15,4.285714
0,3,16,4.906115
0,3,17,4.574978
0,3,18,4.285714
0,3,19,5.903065
0,3,20,7.990767
0,3,21,6.266914
0,3,22,5.430162
0,3,23,4.285714
0,3,24,4.285714
0,3,25,4.285714
0,3,26,4.285714
0,3,27,4.285714
0,3,28,4.285714
0,3,29,4.285714
0,3,30,4.285714
0,3,31,6.266914
0,3,32,11.02284
0,3,33,11.6546
0,3,34,6.266914
0,3,35,6.678563
0,3,36,7.148093
0,3,37,6.678563
0,3,38,5.903065
0,3,39,5.736537
0,3,40,5.579147
0,3,41,6.905355
0,3,42,6.678563
0,3,43,5.430162
0,3,44,5.02741
0,3,45,4.906115
0,3,46,4.906115
0,3,47,5.02741
0,3,48,5.02741
0,3,49,6.678563
0,3,50,15.1212
0,3,51,11.6546
0,3,52,14.0746
0,3,53,9.944703
0,3,54,7.990767
0,3,55,7.408517
0,3,56,7.990767
0,3,57,5.903065
0,3,58,5.288928
0,4,0,7.041993
0,4,1,5.853235
0,4,2,5.131379
0,4,3,5.131379
0,4,4,5.54142
0,4,5,9.657047
0,4,6,7.83791
0,4,7,7.041993
0,4,8,6.811432
0,4,9,6.595491
0,4,10,5.397647
0,4,11,5.007859
0,4,12,4.285714
0,4,13,4.285714
0,4,14,4.285714
0,4,15,4.285714
0,4,16,4.890146
0,4,17,4.568022
0,4,18,4.285714
0,4,19,5.853235
0,4,20,7.83791
0,4,21,6.202235
0,4,22,5.397647
0,4,23,4.285714
0,4,24,4.285714
0,4,25,4.285714
0,4,26,4.285714
0,4,27,4.285714
0,4,28,4.285714
0,4,29,4.285714
0,4,30,4.285714
0,4,31,6.202235
0,4,32,10.64534
0,4,33,11.21943
0,4,34,6.202235
0,4,35,6.595491
0,4,36,7.041993
0,4,37,6.595491
0,4,38,5.853235
0,4,39,5.693061
0,4,40,5.54142
0,4,41,6.811432
0,4,42,6.595491
0,4,43,5.397647
0,4,44,5.007859
0,4,45,4.890146
0,4,46,4.890146
0,4,47,5.007859
0,4,48,5.007859
0,4,49,6.595491
0,4,50,14.30531
0,4,51,11.21943
0,4,52,13.38493
0,4,53,9.657047
0,4,54,7.83791
0,4,55,7.288709
0,4,56,7.83791
0,4,57,5.853235
0,4,58,5.261146
1,0,0,7.459178
1,0,1,6.045527
1,0,2,5.22097
1,0,3,5.22097
1,0,4,5.686308
