i,j,t,r
0,3,0,15.38159
0,3,1,11.49341
0,3,2,9.493572
0,3,3,9.493572
0,3,4,10.60022
0,3,5,28.02064
0,3,6,18.51304
0,3,7,15.38159
0,3,8,14.56062
0,3,9,13.82285
0,3,10,10.20375
0,3,11,9.17431
0,3,12,7.426152
0,3,13,7.426152
0,3,14,7.426152
0,3,15,7.426152
0,3,16,8.875821
0,3,17,8.08653
0,3,18,7.426152
0,3,19,11.49341
0,3,20,18.51304
0,3,21,12.55096
0,3,22,10.20375
0,3,23,7.426152
0,3,24,7.426152
0,3,25,7.426152
0,3,26,7.426152
0,3,27,7.426152
0,3,28,7.426152
0,3,29,7.426152
0,3,30,7.426152
0,3,31,12.55096
0,3,32,35.26494
0,3,33,40.5003
0,3,34,12.55096
0,3,35,13.82285
0,3,36,15.38159
0,3,37,13.82285
0,3,38,11.49341
0,3,39,11.02876
0,3,40,10.60022
0,3,41,14.56062
0,3,42,13.82285
0,3,43,10.20375
0,3,44,9.17431
0,3,45,8.875821
0,3,46,8.875821
0,3,47,9.17431
0,3,48,9.17431
0,3,49,13.82285
0,3,50,74.26152
0,3,51,40.5003
0,3,52,73.02273
0,3,53,28.02064
0,3,54,18.51304
0,3,55,16.30066
0,3,56,18.51304
0,3,57,11.49341
0,3,58,9.835857
0,7,0,10.8277
0,7,1,8.107614
0,7,2,6.704129
0,7,3,6.704129
0,7,4,7.481153
0,7,5,19.59163
0,7,6,13.01014
0,7,7,10.8277
0,7,8,10.25432
0,7,9,9.738606
0,7,10,7.202877
0,7,11,6.47979
0,7,12,5.250024
0,7,13,5.250024
0,7,14,5.250024
0,7,15,5.250024
0,7,16,6.269979
0,7,17,5.714849
0,7,18,5.250024
0,7,19,8.107614
0,7,20,13.01014
0,7,21,8.84858
0,7,22,7.202877
0,7,23,5.250024
0,7,24,5.250024
0,7,25,5.250024
0,7,26,5.250024
0,7,27,5.250024
0,7,28,5.250024
0,7,29,5.250024
0,7,30,5.250024
0,7,31,8.84858
0,7,32,24.56169
0,7,33,28.12969
0,7,34,8.84858
0,7,35,9.738606
0,7,36,10.8277
0,7,37,9.738606
0,7,38,8.107614
0,7,39,7.781796
0,7,40,7.481153
0,7,41,10.25432
0,7,42,9.738606
0,7,43,7.202877
0,7,44,6.47979
0,7,45,6.269979
0,7,46,6.269979
0,7,47,6.47979
0,7,48,6.47979
0,7,49,9.738606
0,7,50,52.50024
0,7,51,28.12969
0,7,52,49.85776
0,7,53,19.59163
0,7,54,13.01014
0,7,55,11.469
0,7,56,13.01014
0,7,57,8.107614
0,7,58,6.94456
0,14,0,12.46982
0,14,1,9.312056
0,14,2,7.689387
0,14,3,7.689387
