id,latitude,longitude
24514503,62.4958841,6.1285729
249388063,62.471033,6.155932
256306948,62.470936,6.2397003
275605016,62.4740306,6.1560912
275605057,62.4721929,6.1548855
275605058,62.470769,6.152239
277917634,62.475676,6.156163
277917641,62.4740326,6.1569976
277918686,62.474135,6.158004
277918696,62.4745164,6.1621256
277936275,62.471525,6.160227
278085706,62.472316,6.158708
278086199,62.471828,6.165644
278086241,62.471994,6.166992
278086299,62.47307,6.161672
278199339,62.470807,6.151239
278339233,62.471074,6.156109
278339234,62.4722579,6.15502
278340781,62.471121,6.156007
278340782,62.47108,6.155849
278341913,62.470911,6.161915
278344250,62.470838,6.161917
282243049,62.4744414,6.1556416
282272324,62.4700806,6.1534794
282365547,62.4758513,6.1560714
415582386,62.465912,6.372176
419659911,62.4648684,6.3093003
553033974,62.4717894,6.1536865
563040606,62.465901,6.312806
701231337,62.4672087,6.3051025
746318982,62.4690531,6.331244
760458734,62.4626767,6.3353792
760458739,62.4626465,6.3348301
847431215,62.470464,6.244094
847943721,62.4723735,6.1709104
848592229,62.472221,6.209372
892008005,62.469792,6.202811
1834617103,62.5056587,6.3186861
1885667788,62.4701107,6.15158
1885667800,62.4718856,6.1419642
2075074059,62.4961292,6.1169586
2075074100,62.4966233,6.1165254
2075074127,62.4967899,6.128801
2075074255,62.4977718,6.1133767
2075074278,62.4978703,6.1258718
2075074430,62.4995302,6.1214752
2075074507,62.5002451,6.101888
2075074731,62.5018169,6.1137331
2075074735,62.5019011,6.1076969
2075074827,62.5030595,6.1075854
2075075125,62.5068212,6.1199884
2075075129,62.5068281,6.1225988
2075075173,62.5077503,6.1226436
2075075352,62.5173122,6.1287463
2242676225,62.5101575,6.1327236
2299014267,62.4941086,6.3018879
2299014268,62.4942129,6.2963579
2390101122,62.465172,6.11817
2390101204,62.466594,6.107455
2390374987,62.4725669,6.168975
2390375015,62.4734551,6.1592852
2514630286,62.4706228,6.1547648
2514630298,62.4706733,6.1432173
2514630438,62.473762,6.180525
3060714753,62.4565256,6.3648599
3252098599,62.4973691,6.3530921
3409561689,62.5058849,6.1191052
3409561700,62.5065408,6.1315988
3409561702,62.5067591,6.1305268
3409561707,62.5072607,6.130614
3409561758,62.5143532,6.1291258
3428281249,62.458503,6.372109
3664217254,62.4977697,6.2545949
3671977969,62.4943604,6.1918033
3671978349,62.4957065,6.2009417
3671978395,62.4966913,6.2026035
3671978558,62.500024,6.2144589
3671978754,62.4996484,6.2153129
3672265713,62.4921558,6.2556444
3672266149,62.4998918,6.2169829
3672266155,62.5000688,6.2205229
3672266177,62.5006496,6.2190498
3964377615,62.467511,6.3518395
3966731902,62.4640835,6.3568892
3966732182,62.4649944,6.3612357
4147196404,62.5013481,6.1055666
4336766289,62.4746701,6.1651992
4706358373,62.4992969,6.1162986
4883918727,62.4757338,6.1635044
5067546845,62.467575,6.328269
5067557100,62.4686384,6.3186045
5067562534,62.465129,6.276369
5114434524,62.472224,6.150797
5268201914,62.4599903,6.370082
5286177301,62.4586077,6.3660805
5901761069,62.4985777,6.1326709
5901761388,62.5017901,6.1120609
5901761400,62.5075419,6.1037978
5901761415,62.4987367,6.1077234
5901761447,62.5051245,6.1065993
5901761485,62.5209153,6.1329384
5901761529,62.5081069,6.1272927
5901761577,62.5048996,6.1043999
5901761607,62.5044214,6.0980781
5901761679,62.5252357,6.1090386
5901761681,62.4999653,6.127182
5901761725,62.4986489,6.1158772
5901761745,62.5006389,6.126446
5901761797,62.5090525,6.1235659
5901761818,62.5083382,6.1053886
5901762010,62.5074746,6.1034387
5901762022,62.4965294,6.1185473
5901762036,62.4955027,6.1263871
5901762104,62.5101117,6.1253521
5901762132,62.5138712,6.132085
5901762261,62.4995006,6.1034408
5901762361,62.5024537,6.1339895
5901762499,62.508295,6.1271363
5901762547,62.5077113,6.1296491
5901762548,62.4988971,6.1270796
5901762579,62.5012864,6.1126763
5901762628,62.5011687,6.1259996
5901762644,62.4991528,6.1243341
5901762705,62.5016524,6.1052653
5901762821,62.5138721,6.1338505
5901762829,62.5153702,6.1346905
5901762876,62.4953997,6.1266839
5901762889,62.5172148,6.1313259
5901763278,62.5141458,6.1235799
5901763377,62.5072527,6.1219113
5901763449,62.4980496,6.1155665
5901763514,62.5045157,6.1308794
5901763574,62.5169701,6.1321348
5901763588,62.5002018,6.1233386
5901763690,62.5146498,6.1330092
5901763747,62.5190557,6.1327343
5901763749,62.521052,6.1369546
5901763940,62.5078568,6.1061277
5901764036,62.4963348,6.11828
5901764038,62.5215013,6.1260927
5901764239,62.5009267,6.1249147
5901764246,62.5131008,6.1299032
5901764399,62.5144475,6.1022197
5901764436,62.4970021,6.1169768
5901764468,62.5060899,6.1308339
5901764688,62.50013,6.1253465
5901764865,62.4966978,6.1187634
5901764895,62.4988888,6.1172636
5901764933,62.5215354,6.1356396
5901764944,62.5114662,6.1321715
5901764984,62.4992612,6.1106127
5901765008,62.5061245,6.1336052
5901765016,62.5075482,6.1034459
5901765250,62.4994389,6.1113671
5901765261,62.5073233,6.1289287
5901765605,62.5033356,6.1322076
5901765632,62.4985164,6.1072493
5901765635,62.5066606,6.1303804
5901765656,62.5249166,6.118744
5901765688,62.4964013,6.1164961
5901765733,62.5219949,6.1236791
5901765764,62.5168761,6.1339853
5901765814,62.5071065,6.1040557
5901765892,62.5157338,6.1313596
5901765930,62.5002879,6.1308751
5901765957,62.5172033,6.1340421
5901765963,62.5084946,6.122546
5901766160,62.5082639,6.1262128
5901766196,62.5102672,6.1325305
5901766292,62.5161218,6.1320288
5901766311,62.5089538,6.1243384
5901766341,62.5072196,6.1036492
5901766477,62.5063532,6.1233104
5901766482,62.4967757,6.1169863
5901766493,62.5025003,6.1356383
5901766506,62.5038582,6.1304431
5901766509,62.5234106,6.1250389
5901766521,62.5014131,6.1073053
5901766570,62.5042828,6.1300308
5901766580,62.5046809,6.1069639
5901766592,62.5033336,6.1013313
5901766622,62.5074316,6.1035159
5901766629,62.5002929,6.1256779
5901766725,62.5011727,6.1299178
5901766765,62.5005361,6.1229179
5901766893,62.5014658,6.1037107
5901766897,62.5084858,6.1240601
5901766932,62.5028449,6.1067918
5901766948,62.5001994,6.1107232
5901767208,62.5054285,6.1077816
5901767271,62.4975699,6.1247746
5901767275,62.4960649,6.1209583
5901767279,62.5025631,6.1087376
