id,latitude,longitude
249388063,62.471033,6.155932
256306948,62.470936,6.2397003
275605016,62.4740306,6.1560912
275605057,62.4721929,6.1548855
275605058,62.470769,6.152239
277917634,62.475676,6.156163
277917641,62.4740326,6.1569976
277918686,62.474135,6.158004
277918696,62.4745164,6.1621256
277936275,62.471525,6.160227
278085706,62.472316,6.158708
278086199,62.471828,6.165644
278086241,62.471994,6.166992
278086299,62.47307,6.161672
278199339,62.470807,6.151239
278339233,62.471074,6.156109
278339234,62.4722579,6.15502
278340781,62.471121,6.156007
278340782,62.47108,6.155849
278341913,62.470911,6.161915
278344250,62.470838,6.161917
282243049,62.4744414,6.1556416
282272324,62.4700806,6.1534794
282365547,62.4758513,6.1560714
419659911,62.4648684,6.3093003
553033974,62.4717894,6.1536865
563040606,62.465901,6.312806
701231337,62.4672087,6.3051025
746318982,62.4690531,6.331244
760458734,62.4626767,6.3353792
760458739,62.4626465,6.3348301
847431215,62.470464,6.244094
847943721,62.4723735,6.1709104
848592229,62.472221,6.209372
892008005,62.469792,6.202811
1885667788,62.4701107,6.15158
1885667800,62.4718856,6.1419642
2390101122,62.465172,6.11817
2390101204,62.466594,6.107455
2390374987,62.4725669,6.168975
2390375015,62.4734551,6.1592852
2514630286,62.4706228,6.1547648
2514630298,62.4706733,6.1432173
2514630438,62.473762,6.180525
3964377615,62.467511,6.3518395
3966732182,62.4649944,6.3612357
4336766289,62.4746701,6.1651992
4883918727,62.4757338,6.1635044
5067546845,62.467575,6.328269
5067557100,62.4686384,6.3186045
5067562534,62.465129,6.276369
5114434524,62.472224,6.150797
6280071623,62.4732696,6.1568814
6284434888,62.47225,6.221218
6284501002,62.4741035,6.1576894
6286311785,62.4684458,6.1909139
6286715943,62.4728686,6.1521532
6286715944,62.4732032,6.1517952
6286715954,62.472158,6.15109
6286725864,62.4724926,6.1618958
6286881158,62.4664713,6.2885664
6768815489,62.463354,6.10666
7204338370,62.471472,6.169701
7379962117,62.4740219,6.1561972
7379962395,62.47337,6.176371
7379963713,62.469105,6.188662
7379963723,62.469143,6.189254
7379963986,62.470925,6.219061
7379964978,62.4700231,6.1135334
7379965230,62.4694748,6.1258554
7379966819,62.4721761,6.1780183
7379966858,62.4718857,6.1773462
7379967079,62.4712565,6.1898428
7379967173,62.4714399,6.1508435
7379967545,62.4708869,6.1553626
7379967612,62.4698904,6.2008827
7379967740,62.4704464,6.1724167
7379967921,62.47084,6.162686
7379967936,62.4704897,6.1728036
7379967953,62.470344,6.235354
7379967978,62.4720191,6.2321782
7379967984,62.4715597,6.2344531
7379968334,62.4702262,6.2063466
7379968417,62.4702804,6.1962764
7379968422,62.4702245,6.204416
7379968451,62.4705107,6.2403608
7379968973,62.4708146,6.1103063
7379970085,62.470988,6.204351
7379970086,62.470944,6.204271
7379970087,62.471604,6.204527
7379970095,62.470644,6.167871
7379970096,62.47112,6.237559
7379970097,62.471841,6.218131
7379970099,62.470568,6.167828
7379970100,62.470961,6.14328
7379970101,62.477755,6.167063
7379970104,62.477553,6.167082
7379970105,62.472619,6.168504
7379970120,62.471706,6.190107
7379970121,62.472775,6.18903
7379970122,62.461685,6.125625
7379970133,62.469295,6.123067
7379970134,62.466298,6.110252
7379970136,62.467638,6.109886
7379970138,62.470364,6.109108
7379970139,62.470202,6.146778
7379970140,62.47074,6.147098
7379970141,62.470246,6.147218
7379970142,62.458209,6.15089
7379970143,62.4713,6.14698
7379970144,62.4733379,6.2026942
7379970158,62.472355,6.172132
7379970162,62.47058,6.1415747
7379970166,62.474816,6.224865
